new unique backpack ! combines vintage with modern ! URL1283 via @USER415	ADJ ADJ NOUN PUNCT VERB NOUN ADP PROPN PUNCT X ADP PROPN
Sushi time in 3 , 2 , 1 ...	ADJ NOUN ADP NUM PUNCT NUM PUNCT NUM PUNCT
RT @USER108 : Such a good thing to have on ur phone . Push the button when u feel unsafe and when u let it go if u do nt enter ur pin they …	X X PUNCT VERB DET ADJ NOUN PART VERB ADP PRON NOUN PUNCT VERB DET NOUN ADV PRON VERB ADJ CCONJ ADV PRON VERB PRON VERB SCONJ PRON AUX PART VERB PRON VERB PRON PUNCT
RT @USER281 : The Eyenimal Cat Video Camera w/ nightvision ! - URL1052	X X PUNCT DET NOUN NOUN NOUN NOUN ADP PROPN PUNCT PUNCT PROPN
RT @USER1268 : Can you really make $ 64000 / mo just signing people up with a code ? We review Smash Fund URL1371 URL219 …	X X PUNCT AUX PRON ADV VERB SYM PROPN PUNCT PROPN ADV VERB NOUN ADP ADP DET NOUN PUNCT PRON NOUN PROPN NOUN X X PUNCT
RT @USER814 : This shit hilarious 😂😂 URL1588	X X PUNCT DET NOUN ADJ SYM X
RT @USER983 : #Trump knows how to make his bank coffers " Great Again " right ? What a con artist . URL257	X X PUNCT PROPN VERB ADV PART VERB PRON NOUN NOUN PUNCT ADJ NOUN PUNCT INTJ PUNCT PRON DET X NOUN PUNCT X
RT @USER1584 : 15 - year - old youth speaker @USER788 ca n't be silenced . URL1526	X X PUNCT NUM PUNCT NOUN PUNCT ADJ NOUN NOUN NOUN AUX PART AUX ADJ PUNCT X
goal with @USER691 URL431	NOUN ADP PROPN NOUN
RT @USER1330 : Gay Nightclub Shooting The Deadliest In History Of America ! The Mixed Reactions To The Horror Will Shock You ! URL221 …	X X PUNCT ADJ NOUN VERB DET ADJ ADP NOUN ADP PROPN PUNCT DET NOUN NOUN ADP DET NOUN AUX VERB PRON PUNCT X PUNCT
Gerime The Menace ... 😅😅	VERB DET NOUN PUNCT X
RT @USER454 : Make hundreds of dollars / week playing around on Facebook / Twitter ! URL1636 URL1606	X X PUNCT VERB ADJ ADP NOUN PUNCT NOUN VERB ADP ADP PROPN PUNCT PROPN PUNCT VERB NOUN
#CareerArc #Retail #Job alert : Manager Trainee - Retail Sales | Speedway | #Brimfield , OH URL664 #Jobs #Hiring	PROPN PROPN PROPN NOUN PUNCT PROPN NOUN PUNCT PROPN NOUN SYM PROPN SYM PROPN PUNCT PROPN PROPN NOUN X
RT @USER756 : @USER424 Very proud to be in top 3 ' Best places to Work ' , fingers crossed for Thursday - great write up #Awards ht …	X X PUNCT VERB ADV ADJ PART AUX ADP NOUN NUM PUNCT ADJ NOUN ADP PROPN PUNCT PUNCT NOUN VERB ADP PROPN PUNCT ADJ VERB ADP X X PUNCT
RT @USER2215 : I agree . I do not HATE Muslims . They have NUMEROUS Muslims majority countries where they can go & be happy . URL222 …	X X PUNCT PRON VERB PUNCT PRON AUX PART ADJ PROPN PUNCT PRON VERB ADJ PROPN PROPN NOUN ADV PRON AUX VERB CCONJ AUX ADJ PUNCT X PUNCT
RT @USER1093 : good ideas URL241	X X PUNCT ADJ NOUN NOUN
Dean still needs more recognition though , but elo and g soul are hella good , I love them URL1239	PROPN ADV VERB ADJ NOUN ADV PUNCT CCONJ VERB CCONJ NOUN NOUN AUX ADV ADJ PUNCT PRON VERB PRON SYM
RT @USER2159 : a year later and things have n't changed	X X PUNCT DET NOUN ADV CCONJ NOUN VERB PART VERB
Tickets go on sale in 2 minutes and both my parents are upstairs . I 'm not getting tickets .	PROPN VERB ADP NOUN ADP NUM NOUN CCONJ DET PRON NOUN AUX NOUN PUNCT PRON AUX PART VERB NOUN PUNCT
@USER642 will score more than #Wade next year and be a better 3pt #shooter than Wade ever was #thankswade #enjoyrondo #goheat #MiamiHeat	PROPN AUX VERB ADJ ADP PROPN ADJ NOUN CCONJ AUX DET ADJ NOUN VERB SCONJ PROPN ADV AUX ADJ PROPN NOUN NOUN
Such a beautiful day to be " atropelado " - by @USER1638	VERB DET ADJ NOUN PART AUX PUNCT PROPN PUNCT PUNCT ADP PROPN
It 's sad that I had to part ways with my bmcc and Zeiss primes as I had to sell it to pay off my first camera FS 100 as it dropped $ 7 k MSRP	PRON AUX ADJ SCONJ PRON VERB ADP NOUN NOUN ADP PRON NOUN CCONJ VERB VERB SCONJ PRON VERB PART VERB PRON PART VERB ADP PRON ADJ NOUN NOUN NUM ADP PRON VERB SYM NUM NUM NOUN
Iphone app gemmation prefab unadulterated – indivisible guests shines eminent the break : IbcLBe	PROPN NOUN PROPN PROPN PROPN PUNCT PROPN PROPN NOUN VERB DET NOUN PUNCT X
#Boston #Job Treasury Analyst : MA - Boston , The Treasury Analyst will contribute to the day - to - day financial act ... URL1201	PROPN PROPN PROPN NOUN PUNCT PROPN PUNCT PROPN PUNCT DET NOUN NOUN AUX VERB ADP DET NOUN PUNCT ADP PUNCT NOUN PROPN VERB PUNCT X
RT @USER1130 : I just drove 4 hours to sleep less than six hours and speak tomorrow morning for 2 minutes . LOL ..... I 'm hooked ! #Toastma …	X X PUNCT PRON ADV VERB NUM NOUN PART NOUN ADJ ADP NUM NOUN CCONJ VERB NOUN NOUN ADP NUM NOUN PUNCT INTJ PUNCT PRON AUX ADJ PUNCT PROPN PUNCT
@USER14 FOLLOW & RT to #WIN this stunning @USER285 set for your dad this Father 's Day with 4 x @USER7 . Good Luck !	PROPN NOUN CCONJ VERB PART VERB DET NOUN NOUN NOUN ADP PRON NOUN DET NOUN PART NOUN ADP NUM SYM PROPN PUNCT ADJ NOUN PUNCT
RT @USER2416 : Me right now URL1352	X X PUNCT PRON ADV ADV SYM
RT @USER1822 : My #TeenChoice for #ChoiceModel is @USER507 URL1154	X X PUNCT PRON NOUN ADP PROPN AUX PROPN X
Tombstone will always be my favorite movie .	PROPN AUX ADV AUX PRON ADJ NOUN PUNCT
RT @USER2436 : 1606165 093229 || Scheduling for multiple dates / times to twitter with just text	X X PUNCT PROPN NOUN PROPN NOUN ADP PROPN NOUN PUNCT NOUN PART PROPN ADP ADV NOUN
RT @USER708 : We are not saved by any work we 've done , but by the grace and mercy of God .	X X PUNCT PRON AUX PART VERB ADP DET NOUN PRON AUX ADJ PUNCT CCONJ ADP DET NOUN CCONJ NOUN ADP PROPN PUNCT
RT @USER1217 : my face vs my soul URL1294	X X PUNCT PRON NOUN ADP PRON NOUN SYM
RT @USER1246 : depression is n't always at 3 am , sometimes it hits you at 3 pm when you 're with friends , halfway through a laugh and suddenly …	X X PUNCT PROPN AUX PART ADV ADP NUM NOUN PUNCT SCONJ PRON VERB PRON ADP NUM NOUN ADV PRON AUX ADP NOUN PUNCT VERB ADP DET NOUN CCONJ NOUN PUNCT
@USER2454 @USER1797 @USER1687 I ca n't talk the lass at the hair dressers asked me if she wanted me to trim my brows . #theshame	PROPN PROPN PROPN PRON AUX PART VERB DET NOUN ADP DET NOUN NOUN VERB PRON SCONJ PRON VERB PRON PART VERB PRON NOUN PUNCT X
RT @USER251 : Find the cheapest flights by comparing hundreds of airlines and travel sites URL773 URL1515 …	X X PUNCT VERB DET NOUN NOUN SCONJ VERB NOUN ADP PROPN CCONJ PROPN PROPN PROPN X PUNCT
@USER611 @USER2175 add me back too	PROPN PROPN VERB PRON ADV ADV
RT @USER1338 : This is exactly how this song makes me feel lol URL1429	X X PUNCT PRON AUX ADV ADV DET NOUN VERB PRON VERB INTJ SYM
#Earthquake ( #sismo ) M2.7 strikes 21 km E of #Everett ( #Washington ) 5 min ago . More info : URL1512	PROPN PUNCT PROPN PUNCT PROPN VERB NUM NOUN X ADP PROPN PUNCT PROPN PUNCT NUM PROPN ADV PUNCT ADJ NOUN PUNCT X
RT @USER374 : Stay in my life and I swear I 'll stay in yours .	X X PUNCT VERB ADP PRON NOUN CCONJ PRON VERB PRON AUX VERB ADP PRON PUNCT
RT @USER2608 : @USER2488 @USER1906 @USER56 sorry for your loss	X X PUNCT PROPN PROPN NOUN ADJ ADP PRON NOUN
RT @USER961 : Before they tip the #ECF tomorrow , we flash back to #TheAssociation during @USER1100 record - setting season ! URL867	X X PUNCT SCONJ PRON NOUN DET ADJ NOUN PUNCT PRON VERB ADV PART VERB ADP PROPN NOUN PUNCT VERB NOUN PUNCT X
RT @USER2263 : @USER530 Give me strength to walk on Your principles Guru Ji #HumanityAimsOfMSG	X X PUNCT X VERB PRON NOUN PART VERB ADP PRON PROPN PROPN PROPN SYM
RT @USER1837 : me : i saw on fb you had a baby friend : ya me : how much does he bench friend : what me : [ leans in to his ear ] how much . doe …	X X PUNCT PRON PUNCT PRON VERB ADP PROPN PRON VERB DET NOUN NOUN PUNCT INTJ PRON PUNCT ADV ADV AUX PRON VERB NOUN PUNCT PRON PRON PUNCT PUNCT VERB ADP ADP PRON NOUN PUNCT ADV ADV PUNCT ADV PUNCT
This is a serious matter 💕💚 URL335	PRON AUX DET ADJ VERB SYM SYM
Just paid so many bills FML	ADV VERB ADV ADJ NOUN NOUN
sluts gone wild ✅ URL420 URL1423	PROPN VERB PROPN PROPN NOUN X
Triangulation Peak , OR [ OC ] [ 2400 x 1714 ] URL646 URL752	PROPN PROPN PUNCT PROPN PUNCT PROPN PUNCT PUNCT PROPN SYM PROPN PUNCT X X
How many of y'all can disagree with someone without calling them out of their name	ADV ADJ ADP PRON AUX VERB ADP PRON SCONJ VERB PRON ADP ADP PRON NOUN
I liked a @USER1490 video URL1046 GTA 5 ONLINE - HOW TO SAVE BODYGUARD OUTFITS CLOTHING GLITCH ! [ EASY / NEW ] AFTER PATCH	PRON VERB DET PROPN NOUN PROPN PROPN NUM NOUN PUNCT ADV PART PROPN PROPN PROPN PROPN PROPN PUNCT PUNCT PROPN PUNCT ADJ PUNCT ADP NOUN
Just sent an invitation to all my friends on Facebook to stop playing Candy Crush and : go hug someone they love .	ADV VERB DET NOUN PART DET PRON NOUN ADP PROPN PART VERB VERB PROPN PROPN CCONJ PUNCT VERB VERB PRON PRON VERB PUNCT
RT @USER588 : So happy when I 'm with u ❤️	X X PUNCT ADV ADJ ADV PRON AUX ADP PRON SYM
RT @USER612 : the let 's steal tweets squad URL1022	X X PUNCT DET NOUN PART VERB NOUN NOUN X
A GOOD MOM URL1346	DET ADJ NOUN SYM
RT @USER2034 : Why is school a thing ? 🙃📚	X X PUNCT ADV AUX NOUN DET NOUN PUNCT X
I 'm bout to text you URL291	PRON AUX ADJ PART VERB PRON VERB
RT @USER2244 : @USER366 @USER1171 @USER2596 Do I have a secret twin sister that you see around the place ? Govian ? Are you kiddi …	X X PUNCT PROPN PROPN NOUN AUX PRON VERB DET NOUN NOUN NOUN SCONJ PRON VERB ADP DET NOUN PUNCT PROPN PUNCT AUX PRON VERB PUNCT
@USER1708 you 're a great friend to have too ! Thank you 😘❤️	VERB PRON AUX DET ADJ NOUN PART VERB ADV PUNCT VERB PRON SYM
RT @USER1066 : MY LIFE #growingupwithsiblings URL1004	X X PUNCT PRON NOUN NOUN X
RT @USER222 : #Ukraine does not recognize court verdicts vs #Sentsov #Afanasyev #Kolchenko #Soloshenko convicted in #Russia URL222 …	X X PUNCT PROPN AUX PART VERB VERB NOUN ADP PROPN PROPN PROPN PROPN NOUN ADP PROPN X PUNCT
RT @USER2125 : Katy Perry Showing she Her Nips And Camel Toe In A Tight Bikini !!! ( 9 pics ) ////// see here <<<< URL590	X X PUNCT PROPN NOUN VERB PRON PRON NOUN CCONJ VERB NOUN ADP DET NOUN NOUN PUNCT PUNCT NUM PROPN PUNCT PROPN VERB ADV SYM X
RT @USER221 : . @USER1434 needs to listen to @USER150 & pay its fair share : URL588 #StandUp2Vz #BetterMatters URL220 …	X X PUNCT PUNCT PROPN NOUN PART VERB ADP PROPN CCONJ VERB PRON ADJ VERB PUNCT PROPN PROPN X X PUNCT
RT @USER679 : Mood Asf When I 'm High URL652	X X PUNCT PROPN PROPN ADV PRON AUX ADJ NOUN
RT @USER510 : I stalk myself a lot .. Like I 'll go through my own Twitter , Instagram and watch my story way more than I do anyone else lmao …	X X PUNCT PRON VERB PRON DET NOUN PUNCT VERB PRON AUX VERB ADP PRON ADJ PROPN PUNCT PROPN CCONJ VERB PRON NOUN NOUN ADJ SCONJ PRON VERB PRON ADJ INTJ PUNCT
In one state , more children homeschool than attend private schools . Why that should n’t shock you . – … URL992 #homeschool	ADP NUM NOUN PUNCT ADV PROPN NOUN ADP PROPN PROPN PROPN PUNCT ADV PRON AUX PART VERB PRON PUNCT PUNCT PUNCT PROPN X
RT @USER832 : Parents , problems , friends , fakes , love , crush , dating , responsibility , drama , heartache , failures , stress , happiness ; It …	X X PUNCT PROPN PUNCT PROPN PUNCT NOUN PUNCT PROPN PUNCT NOUN PUNCT VERB PUNCT VERB PUNCT PROPN PUNCT PROPN PUNCT PROPN PUNCT PROPN PUNCT VERB PUNCT PROPN PUNCT PRON PUNCT
okay i m watching bates motel byE	INTJ PRON AUX VERB ADJ NOUN X
this is what it 's like to be a vegetarian at school #lent URL547	PRON AUX PRON PRON AUX VERB PART AUX DET ADJ ADP NOUN NOUN X
RT @USER469 : Please share . Missing 18year old is a close friend of my neighbour . URL1028	X X PUNCT INTJ VERB PUNCT VERB PROPN ADJ AUX DET ADJ NOUN ADP PRON NOUN PUNCT X
A panjabi comment on Pakistan Defense : " We are in war with Abdalis , Ghorids and Ghazavids . We have named our ... URL551	DET NOUN NOUN ADP PROPN NOUN PUNCT PUNCT PRON AUX ADP NOUN ADP PROPN PUNCT PROPN CCONJ NOUN PUNCT PRON AUX VERB PRON PUNCT X
RT @USER852 : New patch will be live tomorrow ! We will live stream during #weekend with #giveaway codes ! check out the #indiegame URL221 …	X X PUNCT ADJ NOUN AUX AUX ADJ NOUN PUNCT PRON AUX VERB NOUN ADP NOUN ADP NOUN PROPN PUNCT VERB ADP DET NOUN X PUNCT
RT @USER65 : I want Wayne Gooney 2 come back on twitter & tell me all the players Wenger is going to sign again ... I miss him terribly # …	X X PUNCT PRON VERB PROPN PROPN NUM VERB ADV ADP PROPN CCONJ VERB PRON DET DET NOUN PROPN AUX VERB PART NOUN ADV PUNCT PRON VERB PRON ADJ NOUN PUNCT
RT @USER101 : The Walk - Falling Leaves - Vincent van Gogh , 1889 URL1212	X X PUNCT DET NOUN PUNCT VERB NOUN PUNCT PROPN PROPN PROPN PUNCT PROPN SYM
Almost as beautiful as you are conceited , she thought at him , and he laughed out loud .	VERB SCONJ ADJ SCONJ PRON AUX NOUN PUNCT PRON VERB ADP PRON PUNCT CCONJ PRON VERB ADP PROPN PUNCT
Spend 80 on a watch she call me Dada	VERB ADJ ADP DET NOUN PRON VERB PRON VERB
Stolen Christopher Columbus Letter Returned to Italy - Discovery News : Discovery NewsStolen Christopher Colum ... URL274	PROPN PROPN PROPN PROPN NOUN ADP PROPN PUNCT PROPN NOUN PUNCT PROPN PROPN PROPN NOUN PUNCT X
RT @USER1470 : Lord , lead me so I can lead others .	X X PUNCT PROPN PUNCT VERB PRON ADV PRON AUX ADJ NOUN PUNCT
RT @USER1436 : Him : Can you be serious for a moment Me : URL737	X X PUNCT PROPN PUNCT AUX PRON AUX ADJ ADP DET NOUN PRON PUNCT X
@USER171 @USER1134 do you realize that if Jimmy G gets hurt all they have left is Brissett ? Are they really not signing a veteran ?	PROPN PROPN AUX PRON VERB PRON SCONJ PROPN X VERB ADJ DET PRON VERB ADJ AUX PROPN PUNCT AUX PRON ADV PART VERB DET NOUN PUNCT
@USER77 🙏🏻 thank god	PROPN PROPN VERB NOUN
Return all the money you stole from Kofi Amoabeng ’s drawer – Diamond ‘ slaps ’ Mzbel URL1379 URL1325	VERB DET DET NOUN PRON VERB ADP PROPN NOUN PART PROPN PUNCT NOUN PUNCT PROPN PUNCT PROPN NOUN X
RT @USER1020 : I hate saying this but uhh " I still love you " .	X X PUNCT PRON VERB VERB PRON CCONJ NOUN PUNCT PRON ADV VERB PRON PUNCT PUNCT
RT @USER1072 : Come to the dark side . #BrexitIn5Words URL322	X X PUNCT VERB ADP DET ADJ NOUN PUNCT X SYM
RT @USER2049 : " Jesus said ' At the moment you do not know what I am doing , but later you will understand . ' " - John 13:7	X X PUNCT PUNCT PROPN VERB PUNCT ADP DET NOUN PRON AUX PART VERB PRON PRON AUX VERB PUNCT CCONJ ADV PRON AUX VERB PUNCT PUNCT PUNCT PUNCT PROPN PROPN
Congratulatory message for Kstyle 's 4 years ! URL538	PROPN NOUN ADP PROPN PART NUM NOUN PUNCT X
RT @USER957 : What 's real does n't fade away .	X X PUNCT PRON AUX ADJ AUX PART VERB ADV PUNCT
RT @USER2202 : oh nazuna was actually thinking of going back to valkyrie after ra*bits gets on the right track but he does n't want to leave …	X X PUNCT INTJ NOUN AUX ADV VERB SCONJ VERB ADV PART VERB SCONJ PROPN VERB ADP DET ADJ NOUN CCONJ PRON AUX PART VERB PART VERB PUNCT
RT @USER1882 : old enough URL796	X X PUNCT ADJ ADJ NOUN
RT @USER498 : Crikey ! Manchester United have sacked Louis Van Gaal . Who saw that coming ? Next thing you know they 'll appoint José Mourin …	X X PUNCT PROPN PUNCT PROPN PROPN VERB PROPN PROPN PROPN PROPN PUNCT PRON VERB PRON VERB PUNCT ADJ NOUN PRON VERB PRON AUX VERB PROPN NOUN PUNCT
By Pass ! #np	ADP PROPN PUNCT X
Hold up ?! Knicks beat Bulls back to back ?!	VERB ADP PUNCT PROPN VERB PROPN ADV ADP ADV PUNCT
RT @USER833 : ME - YOU URL1366	X X PUNCT PRON PUNCT PRON VERB
I am playing Online Head Ball with real players . Download now : URL405 #OnlineHeadball #HeadBall	PRON AUX VERB ADJ NOUN NOUN ADP ADJ NOUN PUNCT SYM ADV PUNCT PROPN NOUN NOUN
RT @USER1352 : Like a proud papa silverback , just look at this talented cool / hot #Baywatch cast .. ilfenator , … URL1523	X X PUNCT ADP DET ADJ NOUN NOUN PUNCT ADV VERB ADP DET ADJ ADJ PUNCT ADJ NOUN NOUN PUNCT PROPN PUNCT PUNCT X
RT @USER2074 : Whoa . This letter from @USER2550 on the FBI request is incredible and unprecedented . Read it now . URL1185 …	X X PUNCT PROPN PUNCT PRON NOUN ADP NOUN ADP DET PROPN PROPN AUX ADJ CCONJ NOUN PUNCT VERB PRON ADV PUNCT X PUNCT
If you were an elevator , what button would I have to push to get you to go down ? #MyBestPickupLines	SCONJ PRON AUX DET NOUN PUNCT PRON NOUN AUX PRON VERB PART VERB PART VERB PRON PART VERB ADV PUNCT X
RT @USER137 : " Not that we lord it over your faith , but we work with you for your joy . " 2 Corinthians 1:24 #GoodFaith URL533 …	X X PUNCT PUNCT SCONJ SCONJ PRON VERB PRON ADP PRON NOUN PUNCT CCONJ PRON VERB ADP PRON ADP PRON NOUN PUNCT PUNCT NUM PROPN PROPN PROPN X PUNCT
RT @USER1137 : British @USER1861 astronaut #TimPeake meets Apollo 15 @USER960 astronaut Al Worden ! #Astronaut #Apollo15 #FIA16 URL1589 …	X X PUNCT PROPN PROPN PROPN PROPN NOUN NOUN NUM NOUN PROPN PROPN PROPN PUNCT PROPN PROPN NOUN X PUNCT
RT @USER2132 : Tell Me What Is Love - D.O ( from EXO ) URL170	X X PUNCT VERB PRON PRON AUX VERB PUNCT PROPN PUNCT ADP PROPN PUNCT X
RT @USER569 : Word URL330	X X PUNCT PROPN SYM
A cracking in the pattern , a miracle waiting to happen URL285	DET VERB ADP DET NOUN PUNCT DET NOUN VERB PART VERB SYM
Just posted a photo URL774	ADV VERB DET NOUN X
RT @USER2081 : Justin Bieber 's Statements About Selena Gomez Will Forever Smash Her Hopes And Dreams see URL927 URL218 …	X X PUNCT PROPN PROPN PART ADJ ADJ PROPN PROPN AUX ADV VERB PRON NOUN CCONJ NOUN VERB X X PUNCT
RT @USER1193 : dis could be us but you praying URL318	X X PUNCT PRON AUX AUX PRON CCONJ PRON VERB X
RT @USER2018 : I hate when chicks be like " At the end of the day he coming home 🏠 to me " 💁🏾 ... DUH !! bitch she ai n't letting his ass stay ov …	X X PUNCT PRON VERB ADV NOUN AUX SCONJ PUNCT SCONJ DET NOUN ADP DET NOUN PRON VERB ADV NOUN ADP PRON PUNCT PROPN PUNCT PROPN PUNCT NOUN PRON AUX PART VERB PRON NOUN VERB NOUN PUNCT
RT @USER102 : If you want people to pay to win , make a pay to play game . Do n't pretend that the game is playable for free if you have to …	X X PUNCT SCONJ PRON VERB NOUN PART VERB PART VERB PUNCT VERB DET NOUN PART VERB NOUN PUNCT AUX PART VERB SCONJ DET NOUN AUX ADJ SCONJ ADJ SCONJ PRON VERB PART PUNCT
@USER254 they do n't have anything on you bc you 're a bomb ass person 😴😘	SCONJ PRON AUX PART VERB PRON ADP PRON SCONJ PRON AUX DET ADJ NOUN NOUN X
@USER795 nice and cool 72 in my ac fitted home . Should invest . The world@is@only getting warmer	PROPN ADJ CCONJ ADJ ADJ ADP PRON NOUN ADJ NOUN PUNCT AUX VERB PUNCT DET NOUN VERB ADJ
RT @USER333 : Sometimes I feel like we 're friends , sometimes I feel like we 're more than friends , but sometimes I feel like I 'm just a …	X X PUNCT INTJ PRON VERB SCONJ PRON AUX NOUN PUNCT SCONJ PRON VERB SCONJ PRON AUX ADJ ADP NOUN PUNCT CCONJ SCONJ PRON VERB SCONJ PRON AUX ADV DET PUNCT
RT @USER628 : Mala tomorrow land 😂😂 DUTERTE GRAND RALLY URL1378	X X PUNCT PROPN NOUN NOUN SYM PROPN PROPN X X
Pumping up for game day and Shannon nole comes on	VERB ADP ADP NOUN NOUN CCONJ PROPN NOUN VERB ADP
Marco interrupts the yoga onstage at the #GOPDebate as #Cruz tells #Trump to #breathe . #pranayama for #politicians URL982	PROPN VERB DET NOUN NOUN ADP DET NOUN SCONJ NOUN VERB NOUN ADP PROPN PUNCT VERB ADP PROPN X
@USER1339 — been thwarted whenever they had taken a look at his wings . Something so angelic but in their eyes , he was a monster . —	PROPN PUNCT AUX ADJ ADV PRON VERB VERB DET NOUN ADP PRON NOUN PUNCT VERB ADV VERB CCONJ ADP PRON NOUN PUNCT PRON AUX DET NOUN PUNCT PUNCT
@USER1281 @USER1302 handle me with care	PROPN PROPN VERB PRON ADP NOUN
RT @USER1770 : do n't wan na talk to anyone	X X PUNCT AUX PART VERB PART VERB ADP PRON
. @USER536 thanks for the latest #ThreatWire video - ATM skimming up 546 % URL1600	PUNCT PROPN NOUN ADP DET ADJ NOUN NOUN PUNCT NOUN VERB ADP PROPN SYM X
@USER2053 @USER917 could n't it be considered a positive that it 's not news when something like this happens ?	PROPN PROPN AUX PART PRON AUX VERB DET NOUN SCONJ PRON AUX PART NOUN ADV PRON VERB PRON VERB PUNCT
RT @USER2167 : " You better ride that dick like a soldier " URL634	X X PUNCT PUNCT PRON ADV VERB PRON NOUN ADP DET NOUN PUNCT SYM
Dover riots : Protesters burnt EU flag as migration anger spirals out of control URL1142	PROPN PROPN PUNCT PROPN PROPN VERB VERB ADP PROPN PROPN VERB ADP ADP PROPN X
RT @USER2051 : RT to WIN : ABH 's Moon Child glow kit :) mbf URL1584	X X PUNCT VERB ADP VERB PUNCT PROPN PART ADJ NOUN PROPN PROPN SYM X X
@USER147 Okay , but why ?	PROPN INTJ PUNCT CCONJ ADV PUNCT
There is too many humans here 👽	PRON AUX ADV ADJ NOUN ADV SYM
RT @USER2433 : idc what anyone says , it s ok to pay for ya mans meal sometimes . Now a days girls so pressed on the fact that the guy got ta …	X X PUNCT VERB PRON PRON VERB PUNCT PRON AUX ADJ PART VERB ADP PRON NOUN NOUN ADV PUNCT ADV DET NOUN NOUN ADV VERB ADP DET NOUN SCONJ DET NOUN VERB PART PUNCT
RT @USER396 : Instead of telling everyone about feelings , I choose to keep it all insides by me . Because ppl keep leaving me , I know .	X X PUNCT ADV ADP VERB PRON ADP NOUN PUNCT PRON VERB PART VERB PRON DET NOUN ADP PRON PUNCT SCONJ NOUN VERB VERB PRON PUNCT PRON VERB PUNCT
My head hurts ..........	PRON NOUN VERB SYM
RT @USER2083 : Bitches live for the internet flex 😩	X X PUNCT PROPN VERB ADP DET NOUN NOUN SYM
The revolution may be televised ...	DET NOUN AUX AUX ADJ PUNCT
